|PK|NOMBRE|DESCRIPCION-ENTIDAD|HORARIO|EQUIPAMIENTO|TRANSPORTE|DESCRIPCION|ACCESIBILIDAD|CONTENT-URL|NOMBRE-VIA|CLASE-VIAL|TIPO-NUM|NUM|PLANTA|PUERTA|ESCALERAS|ORIENTACION|LOCALIDAD|PROVINCIA|CODIGO-POSTAL|COD-BARRIO|BARRIO|COD-DISTRITO|DISTRITO|COORDENADA-X|COORDENADA-Y|LATITUD|LONGITUD|TELEFONO|FAX|EMAIL|TIPO|Unnamed: 32|Longitude|Latitude
231|9135|Hospital de la VOT de San Francisco de Asís||||Metro: Puerta de Toledo (línea 5).  Bus: 148, 3, 60, C1,  C2.  Bicimad: Estaciones 37 (plaza de San Francisco, 5) y 45 (glorieta de la Puerta de Toledo, 1), 38 (carrera de San Francisco, 1).  Aparcamientos: Parking VOT (97), calle Ventosa; La Latina (86), calle de Toledo; Puerta Toledo (64), glorieta Puerta de Toledo con vuelta Capitán Salazar Martínez.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8dc11c7a2c61c010VgnVCM1000000b205a0aRCRD|SAN BERNABE|CALLE|V|13.0|||||MADRID|MADRID|28005.0|1.0|PALACIO|1.0|CENTRO|439424.0|4473404.0|40.409058230276706|-3.713925661809192|910 791 516||info@hospitalvot.org|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7139309933464095|40.409049727820104
232|10131886|Hospital Doctor Rodríguez Lafora|||Centro psiquiátrico polivalente.|Bus (interurbanos): 711, 712, 713, 716, 717, 721, 722, 724, 725, 726 (todos ellos con salida en el intercambiador de Plaza de Castilla).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7efb00c34d907510VgnVCM2000001f4a900aRCRD|COLMENAR VIEJO|CARRETERA|V|||||KM 1480 SA|MADRID|MADRID|||||DISTRITO|441896.0|4481341.0|40.531939|-3.691716|915 867 500|915 867 391||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6855247811500442|40.4807261089508
233|9098|Hospital General Universitario Gregorio Marañón||||Metro: O&amp;acute;Donnell (línea 6)  Bus: 143, 156, 2, 30, 56  Bicimad: Estación 63 (calle Ibiza, 62)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a221c7a2c61c010VgnVCM1000000b205a0aRCRD|DOCTOR ESQUERDO|CALLE|V|46.0|||||MADRID|MADRID|28007.0|4.0|IBIZA|3.0|RETIRO|443211.0|4474518.0|40.4193606775175|-3.6694000902908397|915 868 000||gcomunicacion.hgugm@salud.madrid.org|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6694009492921227|40.41935220301011
234|7389333|Hospital Hestia Madrid||||||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dbba2ff906b4410VgnVCM2000000c205a0aRCRD|M-607|CARRETERA|T|1600.0|||||MADRID|MADRID|28049.0|8.0|EL GOLOSO|8.0|FUENCARRAL-EL PARDO|440721.0|4487960.0|40.539520902187604|-3.7011808019247283|917 340 500|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.700006489406069|40.54026920993092
235|9166|Hospital HLA Universitario Moncloa||||Bus: 46, 106, 161, A.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1dd04b6faa61c010VgnVCM1000000b205a0aRCRD|VALLADOLID|AVENIDA|V|83.0|||||MADRID|MADRID|28008.0|1.0|CASA DE CAMPO|9.0|MONCLOA-ARAVACA|437763.0|4476097.0|40.43319109427223|-3.733765845646854|917 581 196 / 915 957 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7337691005368647|40.433186838351254
236|9151|Hospital HM Nuevo Belén||||Metro: Arturo Soria (línea 4).  Bus: 120, 122, 11, 70.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=32014b6faa61c010VgnVCM1000000b205a0aRCRD|JOSE SILVA|CALLE|V|7.0|||||MADRID|MADRID|28043.0|6.0|SAN JUAN BAUTISTA|15.0|CIUDAD LINEAL|444235.0|4478477.0|40.455090141985025|-3.657668397254751|917 444 100 / 800 088 050||atpaciente.hmb@hmhospitales.com|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.657678737335156|40.45508620825727
237|5753845|Hospital HM Sanchinarro||||Metro: Virgen del Cortijo (línea ML1).  Bus: 174, 150.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=437e0a3bb87a9210VgnVCM1000000b205a0aRCRD|O&amp;Ntilde;A|CALLE|V|10.0|||||MADRID|MADRID|28050.0|6.0|VALDEFUENTES|16.0|HORTALEZA|443537.0|4482274.0|40.4892454220062|-3.6662372753213126|Información general: 800 088 050 / citación: 919 370 000||atpaciente.hms@hmhospitales.com|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6662482367803237|40.48924418662459
238|9099|Hospital Infantil Universitario Niño Jesús||||Metro: Ibiza (línea 9), Sainz de Baranda (líneas 6, 9)  Bus: 20, 26, 63, 152, C2, C1, 61  Bicimad: Estación 83 (calle Pío Baroja, 10) / Estación 70 (Avenida Menéndez Pelayo, 63)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42621c7a2c61c010VgnVCM1000000b205a0aRCRD|MENENDEZ PELAYO|AVENIDA|V|65.0|||||MADRID|MADRID|28009.0|6.0|NIÑO JESUS|3.0|RETIRO|442563.0|4473913.0|40.413865110086746|-3.67697406298161|915 035 900 (centralita)|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6769841238037424|40.41385757263427
239|9155|Hospital La Luz||||Metro: Guzmán el Bueno (líneas 6 y 7).  Bus: 2, 44  Bicimad: Estaciones 203 (calle General Ampudia, 2), 256 (calle Beatriz de Bobadilla, 2).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2904b6faa61c010VgnVCM1000000b205a0aRCRD|MAESTRO ANGEL LLORCA|CALLE|V|8.0|||||MADRID|MADRID|28003.0|6.0|VALLEHERMOSO|7.0|CHAMBERI|439450.0|4477295.0|40.44410989913754|-3.7139859119244765|914 530 303|915 334 127|info.laluz@quironsalud.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.713995159098492|40.44410344460665
240|9142|Hospital La Milagrosa||||Metro: Alonso Cano (línea 7), Iglesia (línea 1), Gregorio Marañón (líneas 7 y 10).  Bus: 12, 5.  Bicimad:  Estaciones 129 (calle José Abascal, 33) y 125 (calle Fernández de la Hoz, 29).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65a04b6faa61c010VgnVCM1000000b205a0aRCRD|MODESTO LAFUENTE|CALLE|V|14.0|||||MADRID|MADRID|28010.0|4.0|ALMAGRO|7.0|CHAMBERI|440946.0|4476497.0|40.437028130909475|-3.696272054069133|914 472 100||secretaria.lamilagrosa@vithas.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6962816621952808|40.43702230624325
241|9145|Hospital Quirónsalud San José||||Metro: Cartagena (línea 7), Avenida de América (líneas 4, 6, 7 y 9).  Bus: 1, 72.  Bicimad: Estación 195 (calle Padre Indalecio Hernández, 1).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=49a14b6faa61c010VgnVCM1000000b205a0aRCRD|CARTAGENA|CALLE|V|111.0|||||MADRID|MADRID|28002.0|2.0|PROSPERIDAD|5.0|CHAMARTIN|442797.0|4476873.0|40.44054045766615|-3.674484699448077|910 687 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.674492583727725|40.44053887910398
242|9137|Hospital Ruber Internacional||||Metro: Mirasierra (línea 9).  Bus: 134, 49.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1fb21c7a2c61c010VgnVCM1000000b205a0aRCRD|LA MASO|CALLE|V|38.0|||||MADRID|MADRID|28034.0|7.0|MIRASIERRA|8.0|FUENCARRAL-EL PARDO|439395.0|4482306.0|40.48924737061303|-3.715114816682537|913 875 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7151222943117226|40.48924038644071
243|9134|Hospital San Rafael||||Metro: Concha Espina (línea 9).  Bus: 51, 7, 120, 43.  Bicimad: Estación 148 (calle Serrano, 210).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1d21c7a2c61c010VgnVCM1000000b205a0aRCRD|SERRANO|CALLE|V|199.0|||||MADRID|MADRID|28016.0|4.0|HISPANOAMERICA|5.0|CHAMARTIN|442213.0|4478144.0|40.45195424833414|-3.6814870493492267|915 649 943||hsrmadrid.secretaria@sjd.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.681493828877518|40.4519482614002
244|9106|Hospital Universitario 12 de Octubre||||Metro: Hospital 12 octubre (línea 3)  Bus: 81, 121  Renfe: Doce de Octubre||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c031c7a2c61c010VgnVCM1000000b205a0aRCRD|CORDOBA|AVENIDA|V|41.0|||||MADRID|MADRID|28041.0|2.0|ORCASUR|12.0|USERA|440935.0|4469975.0|40.37827416383884|-3.6957994791903483|913 908 000|914 695 775||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6958060136223785|40.3782680873945
245|9100|Hospital Universitario de  La Princesa||||Metro: Diego de León (líneas 4, 5, 6)  Bus: 61, 56, 26, 210, 72, 73, 12, C2, C1  Bicimad: estación 191 (calle Alonso Heredia, 1)  Aparcamiento: Díaz Porlier (60), calle Diego de León, 64 (Príncipe de Vergara - Conde de Peñalver)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3331c7a2c61c010VgnVCM1000000b205a0aRCRD|DIEGO DE LEON|CALLE|V|62.0|||||MADRID|MADRID|28006.0|5.0|LISTA|4.0|SALAMANCA|442687.0|4476195.0|40.43442359020062|-3.675721186767279|915 202 200|914 021 169||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.67572837827349|40.434423547137584
246|9130|Hospital Universitario Fundación Jiménez Díaz||||Metro: Islas Filipinas (línea 7) y Moncloa (líneas 3, 6)  Bus: 1, C2, C1, 12, 44, 82, 132, 138, 62  Bicimad: Estación 244 (Calle Isaac Peral, 44)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4114b6faa61c010VgnVCM1000000b205a0aRCRD|REYES CATOLICOS|AVENIDA|V|2.0|||||MADRID|MADRID|28040.0|3.0|CIUDAD UNIVERSITARIA|9.0|MONCLOA-ARAVACA|439030.0|4476683.0|40.43856720968711|-3.718883399803211|915 504 800|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.718888624684511|40.43855960860398
247|9136|Hospital Universitario HM Madrid||||Metro: San Bernardo (líneas 2, 4), Quevedo (línea 2).  Bus: 16, 61.  Bicimad: Estaciones 3 (Plaza del Conde del Valle de Suchil, 3), 127 (calle Fernando el Católico, 19), 200 (glorieta de Quevedo, 5).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=10e11c7a2c61c010VgnVCM1000000b205a0aRCRD|CONDE DEL VALLE DE SUCHIL|PLAZA|V|16.0|||||MADRID|MADRID|28015.0|2.0|ARAPILES|7.0|CHAMBERI|440048.0|4475872.0|40.43133292607883|-3.7068084186767356|914 476 600 / 800 088 050||atpaciente.hm@hmhospitales.com|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.7068098974454733|40.431327780868905
248|4820572|Hospital Universitario Infanta Leonor||||Metro: Sierra de Guadalupe (línea 1)    Bus: H1, 58, 145, E, 130  Cercanías: Vallecas (C1, C2, C7)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f56815a5c9478110VgnVCM1000000b205a0aRCRD|GRAN VIA DEL ESTE|AVENIDA|V|80.0|||||MADRID|MADRID|28031.0|2.0|SANTA EUGENIA|18.0|VILLA DE VALLECAS|447495.0|4470713.0|40.38536032339027|-3.618590816067447|911 918 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6185923047287463|40.385355629659074
249|9105|Hospital Universitario la Paz||||Metro: Begoña (línea 10)  Bus: 173, 175, 176, 178, 124, 134, 135, 67, 174||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=61231c7a2c61c010VgnVCM1000000b205a0aRCRD|CASTELLANA|PASEO|V|261.0|||||MADRID|MADRID|28046.0|5.0|LA PAZ|8.0|FUENCARRAL-EL PARDO|441867.0|4481322.0|40.48055987166965|-3.685862757907908|917 277 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6858651647604432|40.480552919466845
250|9163|Hospital Universitario La Zarzuela||||Bus: 161, 160.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67821c7a2c61c010VgnVCM1000000b205a0aRCRD|PLEYADES|CALLE|V|25.0|||||MADRID|MADRID|28023.0|7.0|ARAVACA|9.0|MONCLOA-ARAVACA|433525.0|4479376.0|40.46240155163381|-3.7840680734136547|9158 58 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.784073682139737|40.46239700808599
251|9140|Hospital Universitario Nuestra Señora del Rosario||||Metro: Núñez de Balboa (línea 5 y 9), Lista (línea 4), Diego de León (líneas 4, 5 y 6).  Bus: 29, 52.  Bicimad: Estaciones 143 (calle Diego de León, 52) y 109 (calle José Ortega y Gasset, 30).  Aparcamiento: Marqués de Salamanca (25), plaza Marqués de Salamanca.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91e9224e0d61c010VgnVCM1000000b205a0aRCRD|PRINCIPE DE VERGARA|CALLE|V|53.0|||||MADRID|MADRID|28006.0|6.0|CASTELLANA|4.0|SALAMANCA|442341.0|4475932.0|40.43203394601812|-3.679778130531607|914 359 100|915 761 800|info@hospitalrosario.com|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.679783635946852|40.432030399097464
252|9102|Hospital Universitario Ramón y Cajal||||Metro: Begoña (línea 10)  Bus: 125, 135, 165, 166  Cercanías Renfe: Ramón y Cajal (líneas C3, C7, C8, Regional)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ca21c7a2c61c010VgnVCM1000000b205a0aRCRD|SAN MODESTO|CALLE|V|50.0|||||MADRID|MADRID|28034.0|6.0|VALVERDE|8.0|FUENCARRAL-EL PARDO|441183.0|4482120.0|40.487697116829246|-3.693996974370433|913 368 000|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.694008617895026|40.48769344230722
253|9144|Hospital Universitario San Francisco de Asís||||Metro: República Argentina (línea 6).  Bus: C1, C2, 16, 19, 51.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b60a224e0d61c010VgnVCM1000000b205a0aRCRD|JOAQUIN COSTA|CALLE|V|28.0|||||MADRID|MADRID|28002.0|1.0|EL VISO|5.0|CHAMARTIN|442071.0|4477098.0|40.44251719687557|-3.6830645900650647|915 617 100||hsfda@hsfda.com|/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.683072945084694|40.442515524856944
254|176770|Hospital Universitario Sanitas La Moraleja||||Metro: Blasco Ibáñez (ML1).  Bus: 173.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34e21c7a2c61c010VgnVCM1000000b205a0aRCRD|FRANCISCO PI Y MARGALL|AVENIDA|V|81.0|||||MADRID|MADRID|28050.0|6.0|VALDEFUENTES|16.0|HORTALEZA|443860.0|4482607.0|40.49227403785248|-3.662462025294425|917 679 100|||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6624666653604976|40.492265902181416
255|9110|Hospital Universitario Santa Cristina|Fue inaugurado en 1926 por el Rey Alfonso XIII y la Reina Victoria Eugenia. Fruto de la arquitectura civil de principios del siglo XX el edificio fue declarado monumento artístico de interés cultural por el gobierno de la nación. (Real Decreto 984/1999 de 4 de junio).|||Metro: O&amp;acute;Donnell (línea 6)  Bus: 28, 203, E2, E3, 143, 156, 2, 30, 56, 71, E4  Bicimad: Estación 62 (calle O'Donnell, 50)||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19531c7a2c61c010VgnVCM1000000b205a0aRCRD|MAESTRO VIVES|CALLE|V|3.0|||||MADRID|MADRID|28009.0|2.0|GOYA|4.0|SALAMANCA|443072.0|4474794.0|40.42183127056853|-3.6710556654585007|91 5 574 300|915 574 400||/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios| |-3.6710640128633414|40.42182905891882
